",",[MASK]-Token,Top 1 Token,Top 1 Probability,Top 2 Token,Top 2 Probability,Top 3 Token,Top 3 Probability,Token = Probability,Top k =,Token < Probability,Top k <,Token > Probability,Top k >,Position Hit
(-939\mod 167)=63,=,.,0.3795080780982971,-,0.20821043848991394,∧,0.07674221694469452,0.04042769595980644,5,0.008421223610639572,14,2.8588554414454848e-05,305,NULL
(377\mod 786)=377,=,(,0.6118309497833252,=,0.3262905180454254,.,0.05922922119498253,0.3262905180454254,2,0.00017065953579731286,9,1.220497409804011e-07,237,2
(-99\mod 376)=277,=,",",0.2360667735338211,279,0.18837009370326996,50,0.04560935124754906,0.00037489543319679797,159,0.0007557547651231289,101,0.0035003984812647104,23,NULL
(-41\mod 940)=899,=,.,0.7099538445472717,",",0.27202221751213074,;,0.013792482204735279,0.0003807873872574419,6,2.3715685983916046e-06,38,8.92241928340809e-07,56,NULL
(-657\mod 37)=9,=,=,0.4565483331680298,\,0.1734495609998703,+,0.1382414698600769,0.4565483331680298,1,0.0010165891144424677,16,1.8530781744630076e-05,56,1
(-719\mod 146)=11,=,+,0.7189226150512695,.,0.10109193623065948,\,0.09784029424190521,0.005176985170692205,6,5.361225703381933e-06,78,4.2449752157835974e-08,734,NULL
(976\mod 964)=12,=,.,0.7356634736061096,=,0.13336339592933655,:,0.09587958455085754,0.13336339592933655,2,0.0004641286504920572,9,1.9555180188035592e-05,32,2
(-586\mod 172)=102,=,\,0.7986801862716675,),0.07421448081731796,∧,0.02666947804391384,0.0034357518889009953,8,0.0009211264550685883,21,3.070589471576568e-08,6853,NULL
(-300\mod 5)=0,=,=,0.546147882938385,0,0.08086299896240234,",",0.07212869077920914,0.546147882938385,1,0.00024658459005877376,37,0.00020190510258544236,41,1
(828\mod 669)=159,=,=,0.913825273513794,.,0.05568727105855942,),0.016888493672013283,0.913825273513794,1,2.1043349988758564e-05,25,1.276495709134906e-07,387,1
(928\mod 216)=64,=,=,0.5637475252151489,.,0.12366411089897156,(,0.03188052773475647,0.5637475252151489,1,0.0006300213863141835,62,0.00022306725441012532,98,1
(437\mod 591)=437,=,(,0.99007648229599,=,0.007964330725371838,),0.0009850080823525786,0.007964330725371838,2,1.3343857062864117e-05,7,1.4094518974161474e-06,18,2
(99\mod 236)=99,=,(,0.22101764380931854,+,0.22084170579910278,99,0.08485543727874756,0.010788909159600735,14,0.0007433952996507287,67,3.604704716053675e-06,1220,NULL
(408\mod 52)=44,=,(,0.3509278893470764,.,0.2852773070335388,),0.15409941971302032,0.14833708107471466,4,0.002907776739448309,10,0.0029096880462020636,9,NULL
(-303\mod 845)=542,=,=,0.9788293838500977,',0.007385104428976774,+,0.0048228600062429905,0.9788293838500977,1,2.082027458527591e-05,17,2.034191129496321e-05,18,1
(735\mod 673)=62,=,=,0.9395549893379211,),0.03846565634012222,(,0.006593890488147736,0.9395549893379211,1,0.0001628553436603397,16,7.139839794945146e-07,179,1
(-882\mod 956)=74,=,.,0.8331590890884399,),0.0268524419516325,(,0.02572772465646267,0.00018766899302136153,42,0.0005281664780341089,26,6.678417412331328e-05,77,NULL
(821\mod 257)=50,=,=,0.26605650782585144,gives,0.2105683982372284,(,0.1390230655670166,0.26605650782585144,1,0.00041335218702442944,83,7.899195770733058e-05,173,1
(-381\mod 404)=23,=,+,0.6850872039794922,-,0.23690390586853027,=,0.0616699643433094,0.0616699643433094,3,0.00014001443923916668,19,8.465192513540387e-05,20,3
(-459\mod 367)=275,=,.,0.6364573240280151,mod,0.14633995294570923,=,0.11944580078125,0.11944580078125,3,0.00036874209763482213,29,2.670613866939675e-05,98,3
(-705\mod 709)=4,=,),0.8016800284385681,",",0.11487758159637451,(,0.03510270640254021,0.015405538491904736,4,6.152689365990227e-06,51,5.86581904826744e-07,114,NULL
(-812\mod 897)=85,=,+,0.47574251890182495,-,0.20394335687160492,.,0.13494740426540375,0.013333318755030632,6,4.3235042539890856e-05,125,0.00021120499877724797,52,NULL
(-234\mod 920)=686,=,=,0.44228386878967285,",",0.34703540802001953,.,0.17992767691612244,0.44228386878967285,1,0.000331723626004532,15,1.4643543408965343e-06,254,1
(-795\mod 647)=499,=,.,0.36655673384666443,=,0.284986674785614,+,0.12141156941652298,0.284986674785614,2,0.0005612742388620973,18,2.6283334591425955e-05,55,2
(218\mod 349)=218,=,=,0.9061475992202759,⊆,0.012238120660185814,full,0.011406835168600082,0.9061475992202759,1,0.004869590047746897,7,2.7500548185344087e-06,376,1
(328\mod 880)=328,=,=,0.48061004281044006,(,0.08315984904766083,simplified,0.05756014585494995,0.48061004281044006,1,0.0006941735045984387,61,0.00026715430431067944,100,1
(447\mod 190)=67,=,(,0.6536918878555298,=,0.18065862357616425,labeled,0.03174573928117752,0.18065862357616425,2,8.828463614918292e-05,94,2.6737051683767277e-08,8432,2
(-672\mod 569)=466,=,-,0.3594973683357239,{,0.1574258655309677,=,0.13430668413639069,0.13430668413639069,3,1.4103360399531084e-06,265,7.126625405362574e-07,389,3
(-264\mod 104)=48,=,-,0.8696235418319702,),0.09409487992525101,(,0.011721106246113777,3.201662184437737e-05,59,1.389864905831928e-06,356,4.560730758385034e-06,174,NULL
(705\mod 402)=303,=,(,0.5997219085693359,=,0.27436956763267517,.,0.03951786458492279,0.27436956763267517,2,0.0010080697247758508,18,1.6414225683547556e-05,90,2
(404\mod 535)=404,=,=,0.8410646319389343,+,0.061427682638168335,(,0.03365679830312729,0.8410646319389343,1,0.010168926790356636,6,3.9972532249521464e-05,75,1
(-939\mod 10)=1,=,.,0.6096105575561523,(,0.20934750139713287,-,0.06159438192844391,0.0018653181614354253,11,2.419628253846895e-05,96,8.982202643892379e-07,427,NULL
(549\mod 574)=549,=,(,0.9989680051803589,=,0.0009674358880147338,),4.8769357817946e-05,0.0009674358880147338,2,1.7198800605910947e-08,41,2.0432524561186938e-09,112,2
(92\mod 156)=92,=,92,0.46871644258499146,.,0.10871020704507828,77,0.1009032130241394,0.0003255231131333858,57,0.0003598758194129914,53,3.7963056342960044e-07,2468,NULL
(-143\mod 869)=726,=,=,0.8628259897232056,",",0.037475910037755966,mod,0.033112868666648865,0.8628259897232056,1,0.0012061016168445349,9,6.1589121287397575e-06,100,1
(568\mod 885)=568,=,(,0.9836432337760925,),0.013741071335971355,=,0.002223505172878504,0.002223505172878504,3,3.075139431985008e-07,40,2.921609443262696e-08,124,3
(287\mod 517)=287,=,(,0.9752318859100342,-,0.013288828544318676,_,0.005288300570100546,0.0005746220704168081,7,1.1076647751906421e-05,23,0.001240063225850463,5,NULL
(-100\mod 74)=48,=,),0.9380224347114563,.,0.041350916028022766,(,0.01145425345748663,0.00038950980524532497,9,7.271165941347135e-06,84,8.347272523678839e-05,25,NULL
(669\mod 918)=669,=,(,0.9972288012504578,=,0.002293109893798828,.,0.0002543207083363086,0.002293109893798828,2,3.0039490894751e-08,99,3.3250904807324844e-10,812,2
(453\mod 425)=28,=,=,0.6237123012542725,.,0.2615289092063904,:,0.03441355377435684,0.6237123012542725,1,0.000341927632689476,29,0.0001988704752875492,37,1
(734\mod 133)=69,=,.,0.991796612739563,",",0.004899767227470875,is,0.0011637366842478514,1.576053000462707e-05,18,2.176895321781558e-07,266,6.327442569897812e-09,1487,NULL
(878\mod 562)=316,=,=,0.9517526626586914,(,0.013719465583562851,.,0.011780943721532822,0.9517526626586914,1,7.443939466611482e-06,126,2.4119766749208793e-05,63,1
(735\mod 677)=58,=,.,0.20518936216831207,says,0.14933694899082184,=,0.11401909589767456,0.11401909589767456,3,0.0089628417044878,16,8.941232226788998e-05,134,3
(207\mod 677)=207,=,=,0.8505200743675232,),0.08122652769088745,.,0.012815674766898155,0.8505200743675232,1,5.4812162488815375e-06,194,1.6836183931445703e-06,346,1
(360\mod 779)=360,=,=,0.6085814833641052,base,0.11776778846979141,⊆,0.09236244857311249,0.6085814833641052,1,2.481809315213468e-05,125,2.3367909307125956e-05,130,1
(971\mod 427)=117,=,),0.5378546118736267,=,0.43186768889427185,.,0.013841078616678715,0.43186768889427185,2,0.001638448447920382,7,1.2143311778345378e-06,113,2
(-808\mod 50)=42,=,),0.4092000722885132,.,0.356635719537735,+,0.10932599753141403,0.030783336609601974,4,9.267238056054339e-05,57,0.00019107847765553743,38,NULL
(749\mod 732)=17,=,.,0.9255247116088867,),0.027461018413305283,=,0.01095130667090416,0.01095130667090416,3,0.0005343532538972795,14,1.1420057489885949e-05,121,3
(-894\mod 864)=834,=,.,0.7108168005943298,⊆,0.13868512213230133,",",0.044079482555389404,0.01970704086124897,4,0.0003340950352139771,39,4.0601546061225235e-05,106,NULL
(-184\mod 680)=496,=,\,0.7187662124633789,",",0.0743175595998764,:,0.04867078736424446,0.023031290620565414,5,2.165069190596114e-06,1122,5.1168139947321833e-08,8045,NULL
(818\mod 746)=72,=,(,0.7810177803039551,=,0.1337232142686844,<,0.05008837580680847,0.1337232142686844,2,0.05008837580680847,3,1.659346708038356e-05,84,2
(-302\mod 715)=413,=,(,0.8547565340995789,.,0.07017152011394501,:,0.024642108008265495,0.01733679696917534,4,8.990476089820731e-06,32,1.7662082427705172e-06,68,NULL
(406\mod 994)=406,=,),0.17944973707199097,.,0.1650846153497696,∧,0.1292964369058609,0.007606655824929476,17,0.0025748535990715027,33,0.00015260951477102935,263,NULL
(-502\mod 741)=239,=,",",0.5095241665840149,),0.22976306080818176,=,0.0795440524816513,0.0795440524816513,3,0.0004008111427538097,22,0.00010481990466360003,50,3
(-78\mod 678)=600,=,=,0.3806934356689453,.,0.08787503093481064,300,0.08586986362934113,0.3806934356689453,1,0.014518868178129196,11,5.198858707444742e-05,226,1
(769\mod 14)=13,=,(,0.7985885143280029,=,0.09211656451225281,\,0.06557677686214447,0.09211656451225281,2,0.001698165200650692,9,1.2603345567185897e-07,1134,2
(322\mod 786)=322,=,),0.4019787311553955,",",0.40144774317741394,=,0.11750240623950958,0.11750240623950958,3,0.0005905698635615408,12,7.868655984566431e-07,604,3
(774\mod 846)=774,=,(,0.9772321581840515,=,0.014789491891860962,.,0.005756625905632973,0.014789491891860962,2,5.589786269410979e-07,124,2.8449973488164915e-09,1861,2
(401\mod 567)=401,=,;,0.810580849647522,=,0.06141861528158188,",",0.028973115608096123,0.06141861528158188,2,1.4186992984832614e-06,140,0.002972269896417856,10,2
(989\mod 185)=64,=,says,0.2884542644023895,.,0.28012657165527344,(,0.11894268542528152,0.012911309488117695,8,0.0003309912863187492,71,0.0017425979021936655,24,NULL
(429\mod 940)=429,=,(,0.8503207564353943,.,0.10735778510570526,),0.022500282153487206,0.015191443264484406,4,1.4349345747177722e-06,78,3.7530017493736523e-07,161,NULL
(-284\mod 105)=31,=,=,0.9900224804878235,),0.0038205001037567854,^,0.0013328517088666558,0.9900224804878235,1,1.3617079730465775e-06,132,1.6238145690294914e-05,31,1
(-536\mod 598)=62,=,=,0.9450621604919434,:,0.019949711859226227,(,0.0169437974691391,0.9450621604919434,1,0.0001013029832392931,16,1.8130054741050117e-05,25,1
(-60\mod 446)=386,=,=,0.45119473338127136,.,0.14239738881587982,",",0.09550130367279053,0.45119473338127136,1,0.0009554593707434833,33,0.0006901994929648936,38,1
(-965\mod 167)=37,=,.,0.5855846405029297,\,0.20886574685573578,=,0.057943861931562424,0.057943861931562424,3,0.006784852594137192,10,0.0020250293891876936,15,3
(296\mod 136)=24,=,.,0.9734315872192383,=,0.010841790586709976,\,0.0066147493198513985,0.010841790586709976,2,1.5694976696067897e-07,295,1.9692407704496873e-07,256,2
(82\mod 945)=82,=,.,0.7001549005508423,=,0.1418268084526062,⊆,0.06905853748321533,0.1418268084526062,2,4.3362586438888684e-05,84,1.1002901374013163e-05,185,2
(-573\mod 723)=150,=,2,0.5499758124351501,^,0.15769489109516144,300,0.05031168833374977,0.019179919734597206,9,0.004601674620062113,16,0.0005146286566741765,30,NULL
(268\mod 862)=268,=,",",0.700018584728241,.,0.24082675576210022,or,0.012152387760579586,0.0026073376648128033,8,1.6674796370352851e-06,812,1.5149771215305918e-08,8297,NULL
(794\mod 754)=40,=,),0.4792964458465576,=,0.17367079854011536,.,0.11707931011915207,0.17367079854011536,2,0.00874131079763174,12,0.0009168335818685591,25,2
(-31\mod 20)=9,=,.,0.2492271214723587,",",0.22745080292224884,^,0.17151637375354767,0.028662826865911484,7,0.00017684506019577384,43,1.601286930963397e-05,110,NULL
(-345\mod 227)=109,=,.,0.8177632689476013,=,0.05461842566728592,⊆,0.015338735654950142,0.05461842566728592,2,0.0005353116430342197,36,3.4781571400799294e-08,3774,2
(782\mod 860)=782,=,(,0.9663380980491638,=,0.015307072550058365,.,0.012823881581425667,0.015307072550058365,2,4.6670531446579844e-05,13,6.460522428142212e-08,514,2
(219\mod 716)=219,=,=,0.6871679425239563,),0.09339740872383118,base,0.08881218731403351,0.6871679425239563,1,0.036388710141181946,4,7.59455224397243e-06,295,1
(991\mod 914)=77,=,77,0.9952087998390198,⊆,0.0006599080516025424,.,0.0006463566678576171,3.246102835419151e-07,237,9.90610374174139e-07,140,1.1694297752384841e-09,4102,NULL
(-133\mod 451)=318,=,+,0.4233286678791046,=,0.2529807686805725,-,0.1822868287563324,0.2529807686805725,2,0.0007980589289218187,12,1.8921686205430888e-05,88,2
(291\mod 203)=88,=,2,0.17069768905639648,lecture,0.07608960568904877,",",0.06352876126766205,0.0001170540417660959,236,0.000166293655638583,198,0.00014875089982524514,208,NULL
(-418\mod 536)=118,=,-,0.9697402119636536,+,0.015099870041012764,s,0.0037098911125212908,0.000933702802285552,6,4.0984461520565674e-05,34,7.782551847412833e-07,269,NULL
(-216\mod 232)=16,=,:,0.5887537002563477,=,0.1380660980939865,.,0.08651497960090637,0.1380660980939865,2,0.00016887251695152372,35,0.0003208876005373895,27,2
(536\mod 876)=536,=,(,0.9987367987632751,=,0.0010134419426321983,·,3.99633172492031e-05,0.0010134419426321983,2,1.868911340352497e-06,17,1.7660694240362318e-08,86,2
(708\mod 593)=115,=,.,0.40198612213134766,=,0.3913581371307373,(,0.10215265303850174,0.3913581371307373,2,2.8541913707158528e-05,93,5.517596832760319e-07,641,2
(-659\mod 932)=273,=,.,0.7145932912826538,:,0.05997520685195923,⊆,0.052205055952072144,0.03192317858338356,5,0.00012060008884873241,43,7.585372713947436e-06,200,NULL
(-225\mod 347)=122,=,.,0.5911571979522705,<,0.24603648483753204,=,0.035302117466926575,0.035302117466926575,3,0.24603648483753204,2,7.95999585534446e-05,74,3
(608\mod 74)=16,=,.,0.8017956614494324,),0.07281307876110077,is,0.055689677596092224,0.009209769777953625,5,0.0011646508937701583,13,0.0004500709765125066,28,NULL
(-874\mod 948)=74,=,.,0.8478837013244629,),0.07973212748765945,⊆,0.05691322684288025,7.754097896395251e-05,23,0.0005538669065572321,11,5.030358806834556e-06,96,NULL
(344\mod 28)=8,=,.,0.7624282836914062,=,0.16026848554611206,:,0.02118328958749771,0.16026848554611206,2,0.00013912704889662564,37,0.00022990163415670395,31,2
(33\mod 360)=33,=,.,0.19494226574897766,300,0.14033252000808716,32,0.1358933299779892,0.0724581927061081,5,6.631339783780277e-05,214,3.3552753393450985e-06,1037,NULL
(512\mod 551)=512,=,(,0.7959994673728943,=,0.057580623775720596,⊆,0.04635889083147049,0.057580623775720596,2,0.0003958934103138745,22,2.417098767182324e-05,74,2
(-347\mod 898)=551,=,-,0.6256651282310486,.,0.1800338625907898,;,0.08629046380519867,0.013727761805057526,5,0.00012156162119936198,27,0.0002178443974116817,21,NULL
(214\mod 887)=214,=,=,0.6355261206626892,(,0.20148584246635437,⊆,0.07957622408866882,0.6355261206626892,1,2.375414624111727e-05,204,6.985561776673421e-05,112,1
(-734\mod 934)=200,=,.,0.5125958323478699,⊆,0.12330760061740875,),0.09623650461435318,0.02898162603378296,8,7.405281212413684e-05,79,1.0277474757458549e-05,221,NULL
(-866\mod 922)=56,=,+,0.6594946980476379,-,0.17770688235759735,.,0.09627999365329742,0.01439695619046688,5,2.0239829609636217e-05,35,4.137669748160988e-06,80,NULL
(101\mod 134)=101,=,(,0.3554595410823822,.,0.27346348762512207,),0.20089498162269592,0.06699511408805847,4,0.00048168509965762496,30,8.066910481829836e-07,599,NULL
(-58\mod 668)=610,=,=,0.9104111790657043,>,0.030871771275997162,75,0.006020480766892433,0.9104111790657043,1,0.0037710329052060843,5,0.030871771275997162,2,1
(709\mod 323)=63,=,=,0.9192031025886536,(,0.03321298584342003,.,0.010527774691581726,0.9192031025886536,1,0.0003066158387809992,21,3.4069287266902393e-06,239,1
(-980\mod 754)=528,=,",",0.44451043009757996,),0.3152513802051544,.,0.1271892935037613,0.027275800704956055,5,5.8864476159214973e-05,74,7.898212970758323e-06,229,NULL
(541\mod 381)=160,=,),0.853855550289154,=,0.05757275968790054,\,0.028718309476971626,0.05757275968790054,2,0.001831636531278491,9,0.00025875837309286,12,2
(158\mod 187)=158,=,.,0.7548418045043945,(,0.16977940499782562,),0.03869069367647171,0.01105946209281683,4,0.00018163886852562428,16,2.2060999071982224e-06,152,NULL
(-583\mod 614)=31,=,),0.8459511995315552,\,0.059482391923666,.,0.04503088444471359,0.025656845420598984,4,0.0011875309282913804,10,4.065367829753086e-05,40,NULL
(-903\mod 161)=63,=,),0.9940862655639648,-,0.00290182838216424,+,0.0010438465978950262,2.6409328711451963e-05,11,2.764159034995828e-06,19,3.520583788940712e-07,59,NULL
(-21\mod 727)=706,=,=,0.6324986219406128,.,0.20953887701034546,(,0.12009865045547485,0.6324986219406128,1,0.0013722158037126064,10,3.273031552453176e-06,219,1
(413\mod 643)=413,=,(,0.9943822622299194,=,0.0022194755729287863,.,0.0016891934210434556,0.0022194755729287863,2,2.1936762095720042e-07,60,3.3854043124392774e-08,148,2
(-920\mod 757)=594,=,=,0.4883488714694977,.,0.2549765408039093,⊆,0.17365185916423798,0.4883488714694977,1,0.00045610780944116414,17,4.7478686610702425e-05,37,1
(953\mod 285)=98,=,.,0.5220167636871338,=,0.2475190907716751,(,0.15869466960430145,0.2475190907716751,2,0.0005556105170398951,19,8.026453542697709e-06,235,2
(-37\mod 635)=598,=,.,0.4552227556705475,=,0.3799797594547272,-,0.031700894236564636,0.3799797594547272,2,1.10019584553811e-06,1088,3.4379776479909196e-05,160,2
(-453\mod 624)=171,=,171,0.49362435936927795,≤,0.1566336303949356,),0.08406700193881989,0.0006257853237912059,37,0.002277074381709099,19,1.670898654992925e-06,895,NULL
(138\mod 7)=5,=,(,0.6928392052650452,rather,0.04828494414687157,is,0.028965482488274574,0.0034053646959364414,17,0.0004537313070613891,50,3.244700565119274e-06,825,NULL
(362\mod 832)=362,=,=,0.7938143610954285,(,0.12446451187133789,⊆,0.054151374846696854,0.7938143610954285,1,5.068361497251317e-05,32,3.1035187930683605e-06,116,1
(-454\mod 689)=235,=,=,0.4943878650665283,generates,0.10643705725669861,is,0.0742812305688858,0.4943878650665283,1,7.64145988796372e-06,599,3.535276118782349e-05,258,1
(510\mod 824)=510,=,(,0.9224199652671814,=,0.0714346244931221,+,0.0030264270026236773,0.0714346244931221,2,4.7876972530502826e-05,13,3.6871497854917834e-08,137,2
(786\mod 950)=786,=,.,0.24959343671798706,(,0.22432956099510193,=,0.2179824411869049,0.2179824411869049,3,0.0007404456846415997,33,2.289959866175195e-06,1925,3
(279\mod 94)=91,=,extensions,0.2750823199748993,.,0.18826928734779358,77,0.13929051160812378,1.9581779270083643e-05,521,8.223545592045411e-05,196,2.9220859687484335e-06,1544,NULL
(-497\mod 234)=205,=,.,0.4143076539039612,=,0.2641392648220062,205,0.12558986246585846,0.2641392648220062,2,1.4093202480580658e-05,483,4.128960881644161e-06,972,2
(-739\mod 320)=221,=,128,0.24961519241333008,⊆,0.22611409425735474,67,0.16965635120868683,0.0003149927651975304,131,1.2138848433096427e-05,1011,8.266922122857068e-06,1298,NULL
(597\mod 727)=597,=,(,0.9991148114204407,=,0.0008760935161262751,[,2.358826122872415e-06,0.0008760935161262751,2,1.444575730147335e-07,11,1.3558681954961571e-09,100,2
